X,Y,OBJECTID,created_date,created_user,src_geo,clc_quartier,clc_secteur,id_arbre,haut_tot,haut_tronc,tronc_diam,fk_arb_etat,fk_stadedev,fk_port,fk_pied,fk_situation,fk_revetement,commentaire_environnement,dte_plantation,age_estim,fk_prec_estim,clc_nbr_diag,dte_abattage,fk_nomtech,last_edited_user,last_edited_date,villeca,nomfrancais,nomlatin,GlobalID,CreationDate,Creator,EditDate,Editor,feuillage,remarquable
1718729.9862,8295508.5801,8539,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Avenue Archimède,265,7.0,0.0,125.0,EN PLACE,jeune,rideau,gazon,Alignement,Non,RAS,,15.0,2.0,,,FAGSYLfas,mickael.delaere,2017/02/02 15:28:18+00,CASQ,FAGSYLfas,FAGSYLfas,{E6B6465A-60A5-4871-A979-01BE1FDC1388},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721784.4392,8295751.1919,4490,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Louis Galvani,11,13.0,3.0,120.0,EN PLACE,adulte,réduit relâché,gazon,Alignement,Non,RAS,,45.0,10.0,0.0,,PLAACE,mickael.delaere,2017/02/02 15:28:05+00,VILLE,PLAACE,PLAACE,{2CA413EE-299D-41B5-8D77-3B7DE65F3CEE},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720858.3377,8294917.4166,1942,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Boulevard Roosevelt,32,7.0,2.0,94.0,EN PLACE,adulte,semi libre,fosse arbre,Alignement,,RAS,,50.0,10.0,0.0,,CRALAEpau,mickael.delaere,2017/02/02 15:27:53+00,VILLE,CRALAEpau,CRALAEpau,{D2DD614D-8D6E-4C7E-A0BC-811083B57603},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721809.4205,8295719.7499,4483,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Louis Galvani,4,13.0,3.0,105.0,EN PLACE,adulte,réduit relâché,gazon,Alignement,Non,RAS,,45.0,10.0,0.0,,PLAACE,mickael.delaere,2017/02/02 15:28:05+00,VILLE,PLAACE,PLAACE,{BB96F883-39A2-4D56-96EE-65AEAD1A7101},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722027.4888,8293865.5818,6483,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc d'Isle Jacques Braconnier,57,10.0,2.0,45.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,12.0,5.0,0.0,,ALNCOR,thibaut.delaire,2017/02/21 10:20:31+00,CASQ,ALNCOR,ALNCOR,{3B59D0F1-8F4C-4E90-A577-C5AFDC0AEE17},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721260.6816,8293784.7139,1367,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue Etat Major,2,4.0,2.0,35.0,EN PLACE,jeune,semi libre,fosse arbre,Alignement,,RAS,,20.0,5.0,0.0,,CARBET,mickael.delaere,2017/02/02 15:27:53+00,VILLE,CARBET,CARBET,{2649EDA6-C404-4B64-8FD6-A04F6E81C3FE},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721642.5296,8292146.062,11579,,,,,Déchetterie route de Chauny,23,5.0,0.0,24.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,10.0,5.0,,,CARBETfas,,,CASQ,CARBETfas,CARBETfas,{D5F417B4-C097-428B-BE85-406A9DE3AE01},,,,,Feuillu,Non
1718767.048,8295302.5526,8991,2017/02/02 15:28:21+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Serpentine Nord,119,8.0,3.0,74.0,EN PLACE,jeune,semi libre,gazon,Groupe,Non,RAS,,15.0,2.0,,,PINSYL,mickael.delaere,2017/02/02 15:28:21+00,CASQ,PINSYL,PINSYL,{FFB12D5E-BF3F-4CD6-8A1F-E003DDDBE331},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721933.5451,8295028.5854,4235,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier Remicourt,Ecole maternelle François Collery,3,21.0,2.0,300.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,70.0,15.0,0.0,,FAGSYLpur,mickael.delaere,2017/02/02 15:28:05+00,VILLE,FAGSYLpur,FAGSYLpur,{C89E2078-CF9F-4C3C-97FD-DE6522C4B34E},2018/01/15 10:59:36+00,mickael.delaere,2018/01/17 14:36:53+00,mickael.delaere,Feuillu,Oui
1717512.1993,8293840.489,8117,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Georges Charpak,337,7.0,3.0,41.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2009/01/01 00:00:00+00,,,,,PLAACE,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PLAACE,PLAACE,{A0A5A49A-62C8-4589-94F9-A1DD0631B78E},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721287.788,8292947.7703,3530,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Rue Jean Cocteau,12,16.0,3.0,165.0,EN PLACE,adulte,semi libre,Revetement non permeable,Alignement,Non,RAS,,40.0,10.0,0.0,,PLAACE,mickael.delaere,2017/02/17 10:23:10+00,VILLE,PLAACE,PLAACE,{417FD568-784C-4D66-9D6E-4BEFB92B82A4},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719404.9882,8295204.4608,8790,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue du Commandant Jacques-Yves Cousteau,28,5.0,2.0,100.0,EN PLACE,adulte,étêté,gazon,Alignement,Non,Gazon et/ou arbustes,,15.0,2.0,,,PINNIGnig,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PINNIGnig,PINNIGnig,{444CFD49-0DC5-4B49-AA7A-8E5E4F457FB0},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721044.7416,8294512.5103,1086,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,407,16.0,4.0,120.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,50.0,10.0,0.0,,PLAACE,mickael.delaere,2017/05/12 09:27:54+00,VILLE,PLAACE,PLAACE,{BE13A062-F2EA-4E8E-8AD2-133399BEBCBA},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718083.168,8294348.9893,7670,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Pierre-Gilles de Gennes,40,8.0,2.5,84.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2008/01/01 00:00:00+00,,,,,ULMHOLlob,mickael.delaere,2017/02/02 15:28:16+00,CASQ,ULMHOLlob,ULMHOLlob,{C6042BDB-BBD9-48BC-A6DA-15CE533BCB0F},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721391.8261,8293665.5371,10422,2018/01/10 14:06:11+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parvis Gare,165,5.0,2.0,32.0,EN PLACE,Jeune,Libre,Terre,Groupe,Non,RAS,2016/01/01 00:00:00+00,5.0,2.0,0.0,,QUECER,mickael.delaere,2018/01/10 14:06:11+00,VILLE,QUECER,QUECER,{CA388556-BD79-49B5-A42A-5B1004E81D0E},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720762.5804,8293490.6572,588,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Boulevard Léon Blum,41,14.0,9.0,270.0,EN PLACE,adulte,réduit,fosse arbre,Alignement,,RAS,,80.0,20.0,1.0,,PLAACE,mickael.delaere,2017/02/02 15:27:50+00,VILLE,PLAACE,PLAACE,{CD4F2484-1C7E-446A-AE8C-6325F1F10DBC},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721520.8131,8293411.6522,10249,2018/01/03 08:12:20+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Rue du Maréchal Foch,14,3.5,2.2,20.0,EN PLACE,,,fosse arbre,Alignement,,RAS,2016/12/01 00:00:00+00,0.0,0.0,0.0,,FRAPEN,mickael.delaere,2018/01/03 08:17:18+00,VILLE,FRAPEN,FRAPEN,{D5B7D18A-4FCB-4DD1-AA75-5D305A98C7B9},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721529.6055,8292803.9068,3390,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Boulevard du Docteur Camille Guérin,11,0.0,0.0,0.0,Essouché,,,gazon,Alignement,Non,RAS,,40.0,10.0,0.0,,RAS,mickael.delaere,2017/02/02 15:28:02+00,VILLE,RAS,RAS,{E0A6F37F-B75B-4331-86EA-276A19978796},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,,Non
1721180.3067,8294357.0465,1124,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,445,14.0,3.0,89.0,EN PLACE,adulte,tête de chat relaché,gazon,Alignement,Non,RAS,,50.0,10.0,0.0,,TILCOR,mickael.delaere,2017/05/12 09:28:10+00,VILLE,TILCOR,TILCOR,{A8905376-2F24-49EB-8443-47F3444DC53E},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718523.7327,8293962.2625,7779,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Georges Charpak,25,7.0,3.0,52.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2010/01/01 00:00:00+00,,,,,ULMHOLlob,mickael.delaere,2017/02/02 15:28:16+00,CASQ,ULMHOLlob,ULMHOLlob,{859F7F06-76D5-4E89-B434-B43198BFE567},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718503.0441,8293006.7939,2263,2017/02/02 15:27:57+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Gabriel Voisin,7,8.0,2.0,110.0,EN PLACE,adulte,semi libre,fosse arbre,Alignement,,RAS,,50.0,10.0,0.0,,ULMRES,mickael.delaere,2017/02/02 15:27:57+00,VILLE,ULMRES,ULMRES,{9C09B161-964E-44ED-B148-31C6E40C0155},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719249.5487,8295077.9777,8771,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue du Commandant Jacques-Yves Cousteau,9,7.0,1.0,117.0,EN PLACE,adulte,étêté,gazon,Alignement,Non,Gazon et/ou arbustes,,15.0,2.0,,,PINNIGnig,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PINNIGnig,PINNIGnig,{3218B6C8-CBB0-40B0-913A-32A1DD213987},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1722035.9889,8296188.9947,4229,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,OMISSY,Chemin de Morcourt,36,15.0,3.0,104.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,35.0,10.0,0.0,,PINNIGnig,mickael.delaere,2017/02/02 15:28:05+00,VILLE,PINNIGnig,PINNIGnig,{EFB7D751-5F5C-44A9-A1F1-EEFB76988B33},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1720854.211,8294771.1927,1648,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue de Baudreuil,9,17.0,5.0,126.0,EN PLACE,adulte,semi libre,Bande de terre,Alignement,Non,RAS,,50.0,10.0,0.0,,ROBPSE,mickael.delaere,2017/02/02 15:27:53+00,VILLE,ROBPSE,ROBPSE,{74946F84-26C0-4170-9536-00A4B93E376D},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722007.4249,8295976.5235,4153,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,OMISSY,Ecole maternelle Paul Bert,16,13.0,3.0,132.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,40.0,10.0,0.0,,PINNIGnig,mickael.delaere,2017/02/02 15:28:05+00,VILLE,PINNIGnig,PINNIGnig,{5A4B2DDA-14B3-49BB-BE01-D224A5557C0C},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1720224.241,8294537.1523,1860,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Boulevard Richelieu,38,8.0,2.0,46.0,EN PLACE,adulte,semi libre,fosse arbre,Alignement,,RAS,,50.0,10.0,0.0,,ACENEG,mickael.delaere,2017/02/02 15:27:53+00,VILLE,ACENEG,ACENEG,{A09E919A-411B-434F-B4D5-D5BB6C9BB2D4},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722719.5106,8293087.1414,11810,,,,Quartier du faubourg d'Isle,,,,,,,,,,,,,,,,,,,,,,,,{ACC8192E-333B-4174-A0C5-B5D637680AE8},,,,,,
1721703.4746,8296215.1689,5921,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,OMISSY,Terrain aventure Europe,9,21.0,5.0,135.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,30.0,10.0,0.0,,POPCAN,mickael.delaere,2017/02/02 15:28:09+00,VILLE,POPCAN,POPCAN,{7E9E2F75-B6EF-4773-9AED-F75531D5BFEB},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718242.77,8295167.3564,9433,2017/09/25 12:13:29+00,mickael.delaere,,Quartier Saint-Martin - Oëstres,Rue André Missenard,101,2.0,2.0,22.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,5.0,2.0,,,PRUCER,mickael.delaere,2017/09/25 13:59:54+00,CASQ,PRUCER,PRUCER,{0C6FFF7F-240F-4EFF-821E-6686CAB3C169},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722821.4833,8292825.6259,10715,2018/01/10 14:09:55+00,mickael.delaere,Orthophoto,Quartier de Neuville,Rue Raoul Huguet,29,15.0,3.0,186.0,EN PLACE,Adulte,architecturé,Terre,Alignement,Oui,RAS,,40.0,5.0,0.0,,PLAACE,mickael.delaere,2018/01/10 14:09:55+00,VILLE,PLAACE,PLAACE,{B89E9AC9-42BB-44A2-82C3-38FBBE3D4987},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719011.184,8295288.179,8225,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Espace Creatis,10,5.0,2.0,31.0,EN PLACE,jeune,semi libre,Bande de terre,Alignement,Non,RAS,,10.0,2.0,,,FRAORN,mickael.delaere,2017/02/02 15:28:18+00,CASQ,FRAORN,FRAORN,{D580B255-E3B7-4EC4-919B-E0AE650EF582},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718742.7051,8293024.5881,3020,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Jean Falloux,22,11.0,2.0,135.0,EN PLACE,adulte,semi libre,gazon,Isolé,Non,RAS,,30.0,10.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:28:02+00,VILLE,TILCOR,TILCOR,{C0C7B06B-4053-4949-81CC-6A7D24783835},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720767.244,8293479.7066,583,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Boulevard Léon Blum,36,14.0,9.0,250.0,EN PLACE,adulte,réduit,fosse arbre,Alignement,,RAS,,80.0,20.0,1.0,,PLAACE,mickael.delaere,2017/02/02 15:27:50+00,VILLE,PLAACE,PLAACE,{EC33736C-F364-4DEE-B37B-8C886E3384CB},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718558.8448,8295421.6282,9045,2017/02/02 15:28:21+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Serpentine Nord,173,12.0,1.5,110.0,EN PLACE,jeune,semi libre,gazon,Groupe,Non,RAS,,15.0,2.0,,,CEDATL,mickael.delaere,2017/02/02 15:28:21+00,CASQ,CEDATL,CEDATL,{B37770D0-64ED-4C18-961B-D6C0EA914599},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1720407.3696,8291885.1808,11241,,,,,Bassin Ep parking Mairie,1,14.0,2.0,131.0,EN PLACE,adulte,libre,terre,Groupe, , ,,30.0,5.0,,,ACEPSE,,,CASQ,ACEPSE,ACEPSE,{E63C5521-03F2-487D-B22D-04045420E868},,,,,Feuillu,Non
1722621.7128,8294207.3072,10494,2018/01/10 14:07:05+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc animalier du Parc d'Isle,1,6.0,2.0,37.0,EN PLACE,Jeune,Libre,Terre,Isolé,Non,RAS,,10.0,2.0,0.0,,CEDLIB,mickael.delaere,2018/01/10 14:07:05+00,CASQ,CEDLIB,CEDLIB,{CABEFABB-32DC-4EF7-A465-92E52A7B960D},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1719018.9171,8294876.7591,6329,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Route d'Amiens,38,9.0,2.0,105.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,,20.0,5.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:28:13+00,VILLE,TILCOR,TILCOR,{3FF5AB7D-EF30-4FFE-ADF0-DEBFD9E1B376},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719039.2118,8295061.2133,9134,2017/02/02 15:28:21+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Serpentine Sud,66,7.0,0.0,75.0,EN PLACE,jeune,semi libre,gazon,Groupe,Non,RAS,,15.0,2.0,,,FAGSYL,mickael.delaere,2017/02/02 15:28:21+00,CASQ,FAGSYL,FAGSYL,{74FEA02D-BF07-4FE8-9614-F7487CC1D938},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721429.4449,8293576.4029,10329,2018/01/10 14:04:55+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parvis Gare,72,6.0,2.0,25.0,EN PLACE,Jeune,Libre,fosse arbre,Groupe,Non,RAS,2016/01/01 00:00:00+00,5.0,2.0,0.0,,ALNSPA,mickael.delaere,2018/01/10 14:04:55+00,VILLE,ALNSPA,ALNSPA,{4F50F484-B681-4FF3-8D26-E509D555C7A9},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721775.6238,8295651.3919,5364,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Avenue Buffon,5,5.0,3.0,110.0,EN PLACE,adulte,réduit,gazon,Groupe,Non,RAS,,40.0,2.0,0.0,,ACEPLA,mickael.delaere,2017/05/12 09:36:17+00,VILLE,ACEPLA,ACEPLA,{27F65B6E-92B5-49A5-A293-6869203C954A},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720000.923,8293842.5538,2607,2017/02/02 15:27:57+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Square Romain Tricoteaux,92,6.0,2.0,60.0,EN PLACE,jeune,semi libre,gazon,Groupe,Non,RAS,,50.0,10.0,0.0,,PINNIGnig,mickael.delaere,2017/02/02 15:27:57+00,VILLE,PINNIGnig,PINNIGnig,{AB675E15-F79F-4DF6-A01E-C97EF261C2D6},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721395.7446,8293656.5463,10433,2018/01/10 14:06:21+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parvis Gare,176,4.0,2.0,40.0,EN PLACE,Jeune,Libre,Terre,Groupe,Non,RAS,2016/01/01 00:00:00+00,5.0,2.0,0.0,,SALALBche,mickael.delaere,2018/01/10 14:06:21+00,VILLE,SALALBche,SALALBche,{45701A22-8809-4C35-A184-4B2ADD81D538},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720886.1407,8293539.4171,598,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Boulevard Léon Blum,52,0.0,0.0,0.0,SUPPRIMÉ,,,,Alignement,,RAS,,0.0,,0.0,,RAS,mickael.delaere,2017/02/02 15:27:50+00,VILLE,RAS,RAS,{61C6E28C-4488-4AE0-95B3-106509F221BE},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,,Non
1721475.0359,8293071.4929,3527,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Rue Jean Cocteau,9,7.0,2.0,60.0,EN PLACE,adulte,semi libre,Bande de terre,Alignement,Non,Non marqué,,20.0,10.0,0.0,,CORCOL,mickael.delaere,2017/02/02 15:28:02+00,VILLE,CORCOL,CORCOL,{F154A0B4-5030-467A-AC7D-A0B74CCF7BCC},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719690.2312,8294227.5029,2331,2017/02/02 15:27:57+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Alexandre Dumas,18,8.0,2.0,70.0,EN PLACE,adulte,étêté,Bande de terre,Alignement,Non,RAS,,20.0,5.0,0.0,,BETPEN,mickael.delaere,2017/02/02 15:27:57+00,VILLE,BETPEN,BETPEN,{5373FDC2-5CC2-4EBA-846E-86B05C928A1C},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722000.3797,8294991.0137,4249,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier Remicourt,Ecole primaire François Collery,14,18.0,4.0,126.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,40.0,10.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:28:05+00,VILLE,TILCOR,TILCOR,{E0969C04-B8CD-4C41-B800-1C7E2EE1CB81},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721469.0643,8291038.3744,11544,,,,,Zone industrielle le Royeux (A.Europe),117,4.0,2.0,20.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,10.0,2.0,,,QUEROB,,,CASQ,QUEROB,QUEROB,{FE3D3075-8363-43BD-96FE-813F4622C3F0},,,,,Feuillu,Non
1721070.3919,8294683.1547,287,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,88,21.0,11.0,245.0,EN PLACE,adulte,réduit relâché,gazon,Groupe,Non,RAS,,130.0,30.0,2.0,,TILCOR,mickael.delaere,2017/05/12 09:25:34+00,VILLE,TILCOR,TILCOR,{A2940FD3-AEBB-4449-8882-57784958E5AE},2018/01/15 10:59:36+00,mickael.delaere,2018/01/17 14:35:02+00,mickael.delaere,Feuillu,Oui
1718053.8357,8294653.1102,7726,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rond-point André Missenard,43,6.0,2.5,50.0,EN PLACE,jeune,architecturé,gazon,Alignement,Non,RAS,2008/01/01 00:00:00+00,,,,,PLAACE,mickael.delaere,2017/02/02 15:28:16+00,CASQ,PLAACE,PLAACE,{83F7665F-2FCD-4753-9CC0-5937337DFB39},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721709.8317,8296309.7165,5947,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,OMISSY,Terrain aventure Europe,59,26.0,8.0,170.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,30.0,10.0,0.0,,POPALB,mickael.delaere,2017/02/02 15:28:09+00,VILLE,POPALB,POPALB,{46C91DA0-C089-4EB2-A20D-4FDC87D615AB},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720444.4505,8294726.4026,1841,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Boulevard Richelieu,14,0.0,0.0,0.0,ABATTU,,,,Alignement,,RAS,,0.0,,0.0,,RAS,mickael.delaere,2017/02/02 15:27:53+00,VILLE,RAS,RAS,{E8696307-007F-49C1-8A1E-DE0FA0927AF1},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,,Non
1721905.4739,8294389.3855,1732,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Boulevard Jean Bouin,5,4.0,2.0,39.0,EN PLACE,jeune,semi libre,fosse arbre,Alignement,,RAS,,15.0,5.0,0.0,,PRUCERpis,mickael.delaere,2017/02/02 15:27:53+00,VILLE,PRUCERpis,PRUCERpis,{34B0B943-C2C4-49DB-AAD8-700B37C2AA3E},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720258.1175,8293601.5424,797,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Rue du Colonel Driant,13,25.0,3.0,165.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,50.0,10.0,1.0,,POPNIGita,mickael.delaere,2017/05/12 09:32:12+00,VILLE,POPNIGita,POPNIGita,{83DB99F9-1E00-42BC-8C9A-7AC124BCBB6B},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718362.4678,8294048.4787,8002,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Georges Charpak,222,7.0,3.0,31.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2010/01/01 00:00:00+00,,,,,PLAACE,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PLAACE,PLAACE,{29B29C72-37E2-4ED6-BC41-61D3A4976ED4},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
