X,Y,OBJECTID,created_date,created_user,src_geo,clc_quartier,clc_secteur,id_arbre,haut_tot,haut_tronc,tronc_diam,fk_arb_etat,fk_stadedev,fk_port,fk_pied,fk_situation,fk_revetement,commentaire_environnement,dte_plantation,age_estim,fk_prec_estim,clc_nbr_diag,dte_abattage,fk_nomtech,last_edited_user,last_edited_date,villeca,nomfrancais,nomlatin,GlobalID,CreationDate,Creator,EditDate,Editor,feuillage,remarquable
1722034.2559,8295149.4004,5814,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue Jacky Tabar,70,7.0,2.0,25.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,,5.0,3.0,0.0,,FRAANG,mickael.delaere,2017/02/02 15:28:09+00,VILLE,FRAANG,FRAANG,{7BC5B21E-6AAB-4B53-9E33-6EEA3B2DE74F},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718047.2176,8294644.7827,7731,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rond-point André Missenard,48,6.0,2.5,53.0,EN PLACE,jeune,architecturé,gazon,Alignement,Non,RAS,2008/01/01 00:00:00+00,,,,,PLAACE,mickael.delaere,2017/02/02 15:28:16+00,CASQ,PLAACE,PLAACE,{94231B2D-487E-4350-B8DD-5AA0EAF6C5A5},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722328.0638,8292227.9512,9920,2017/09/25 12:21:02+00,mickael.delaere,,Quartier du faubourg d'Isle,Centre technique de l'Agglomération,29,6.0,0.0,32.0,EN PLACE,jeune,libre,terre,Isolé,Non, ,,10.0,2.0,,,QUEROBfas,mickael.delaere,2017/09/25 14:03:29+00,CASQ,QUEROBfas,QUEROBfas,{5220FD94-BD35-4795-ADE7-A2519BFFE161},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719086.3116,8292959.2815,821,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Stade Gaston Massot,4,19.0,9.0,140.0,SUPPRIMÉ,adulte,semi libre,gazon,Alignement,Non,RAS,,50.0,20.0,2.0,2017/06/30 22:00:00+00,POPCAN,mickael.delaere,2017/02/02 15:27:50+00,VILLE,POPCAN,POPCAN,{B7E8874F-716F-4381-A2E6-FA5BCF48FCCE},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722588.2573,8293454.3379,2941,2017/02/02 15:27:58+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Avenue des Fusillés de Fontaine Notre Dame,15,8.0,3.0,75.0,EN PLACE,adulte,réduit relâché,fosse arbre,Alignement,Non,RAS,,40.0,10.0,0.0,,PYRCAL,mickael.delaere,2017/02/02 15:27:58+00,VILLE,PYRCAL,PYRCAL,{B698241C-489F-436E-8694-E8047CE0DDEB},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1717965.1972,8294744.649,9340,2017/09/25 12:12:02+00,mickael.delaere,,Quartier Saint-Martin - Oëstres,Rue André Missenard,8,7.0,2.0,54.0,EN PLACE,jeune,libre,végétation,Alignement,Non, ,,10.0,5.0,,,ACECAM,partenaire.foretgestion,2017/11/25 10:21:26+00,CASQ,ACECAM,ACECAM,{7539B953-BF68-499A-8C5B-D77BBDD74967},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722166.3403,8293928.2133,6523,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc d'Isle Jacques Braconnier,97,22.0,2.0,180.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,60.0,10.0,0.0,,ACESAC,thibaut.delaire,2017/02/21 10:21:14+00,CASQ,ACESAC,ACESAC,{58397649-AF25-4A2E-8C9D-B21B80C67FB8},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718907.2713,8294409.035,2491,2017/02/02 15:27:57+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue de la Chaussée Romaine,73,14.0,2.0,195.0,EN PLACE,adulte,semi libre,Bande de terre,Alignement,Non,RAS,,80.0,20.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:27:57+00,VILLE,TILCOR,TILCOR,{2A73F188-9BC5-42E4-9D55-A08671239595},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721486.6619,8290999.2792,11540,,,,,Zone industrielle le Royeux (A.Europe),113,4.0,2.0,22.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,10.0,2.0,,,QUEROB,,,CASQ,QUEROB,QUEROB,{7F49B26A-A96A-402D-8135-1DF48C230BDD},,,,,Feuillu,Non
1721945.2524,8295156.3447,5754,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue Jacky Tabar,10,6.0,2.0,19.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,,5.0,3.0,0.0,,GLETRIsun,mickael.delaere,2017/02/02 15:28:09+00,VILLE,GLETRIsun,GLETRIsun,{3F87D29F-0E8D-4060-B2A2-4D9C719F6382},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722446.4598,8294085.1179,7069,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc d'Isle Jacques Braconnier,427,13.0,2.0,105.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,25.0,10.0,0.0,,TILEUR,thibaut.delaire,2017/02/21 10:21:35+00,CASQ,TILEUR,TILEUR,{0E085425-81F5-4F42-ACF4-493449B10F50},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718504.8589,8295536.5253,8282,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Avenue Archimède,8,7.0,0.0,80.0,EN PLACE,jeune,rideau,gazon,Alignement,Non,RAS,,15.0,2.0,,,FAGSYLfas,mickael.delaere,2017/02/02 15:28:18+00,CASQ,FAGSYLfas,FAGSYLfas,{0417D388-A9EE-474A-8370-44733D1373E2},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718766.7229,8295306.4931,8992,2017/02/02 15:28:21+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Serpentine Nord,120,7.0,2.0,63.0,EN PLACE,jeune,semi libre,gazon,Groupe,Non,RAS,,15.0,2.0,,,PINSYL,mickael.delaere,2017/02/02 15:28:21+00,CASQ,PINSYL,PINSYL,{EBE49615-A77D-4FDE-A25A-E16090034C42},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1718035.7091,8294837.6014,9520,2017/09/25 12:14:34+00,mickael.delaere,,Quartier Saint-Martin - Oëstres,Rue André Missenard,188,11.0,2.0,125.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,10.0,5.0,,,SALALB,mickael.delaere,2017/09/25 14:00:28+00,CASQ,SALALB,SALALB,{7221AEEE-C493-471E-9F09-ABDF036CE327},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721286.8837,8292832.1305,9763,2017/09/25 12:18:31+00,mickael.delaere,,Quartier du faubourg d'Isle,Giratoire Camille Guerin,33,10.0,0.0,36.0,EN PLACE,jeune,libre,toile tissée,Alignement,Non, ,,15.0,5.0,,,ACECAM,mickael.delaere,2017/09/25 14:02:18+00,CASQ,ACECAM,ACECAM,{672AD708-A60B-4C0C-8FC8-D54A6D966038},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720293.4378,8294596.0031,1852,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Boulevard Richelieu,30,7.0,2.0,60.0,EN PLACE,adulte,semi libre,fosse arbre,Alignement,,RAS,,50.0,10.0,0.0,,ACENEG,mickael.delaere,2017/02/02 15:27:53+00,VILLE,ACENEG,ACENEG,{AC9DED6E-B5FB-4742-B3C1-2DD9477602A4},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722503.7451,8294178.7434,6770,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc d'Isle Jacques Braconnier,371,19.0,2.5,70.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,20.0,10.0,0.0,,BETPEN,thibaut.delaire,2017/02/21 10:21:35+00,CASQ,BETPEN,BETPEN,{0A5FE1AB-2C1A-4731-8298-300F45636172},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721083.0174,8294933.38,10202,2018/01/02 15:49:12+00,mickael.delaere,Orthophoto,Quartier Remicourt,Boulevard Roosevelt,96,3.5,2.2,20.0,EN PLACE,jeune,libre,fosse arbre,Alignement,,RAS,2015/12/01 00:00:00+00,0.0,0.0,0.0,,PARPERvan,mickael.delaere,2018/01/02 15:55:21+00,VILLE,PARPERvan,PARPERvan,{7E79E641-F2DF-445B-9119-8FEB31CB2592},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720100.7617,8296568.2789,3262,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Stade Paul Debrésie,219,3.0,2.0,90.0,EN PLACE,adulte,tête de chat,gazon,Alignement,Non,RAS,,20.0,5.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:28:02+00,VILLE,TILCOR,TILCOR,{0361D8FF-FAC7-46D4-8C8A-CA2772D2D9F6},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721800.4808,8295070.4204,3814,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Remicourt,Avenue de la Paix,16,8.0,3.0,185.0,SUPPRIMÉ,adulte,réduit relâché,fosse arbre,Isolé,Non,conduite de gaz sous l'implantation,,40.0,10.0,0.0,2017/10/01 00:00:00+00,ACEPLA,mickael.delaere,2017/02/02 15:28:02+00,VILLE,ACEPLA,ACEPLA,{C21C9FCF-B11C-454C-A646-B856D5C29217},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721753.5993,8296349.3145,6076,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,OMISSY,Terrain aventure Europe,123,10.0,2.0,55.0,EN PLACE,jeune,cépée,Bande de terre,Groupe,Non,RAS,,20.0,5.0,0.0,,ACECAM,mickael.delaere,2017/02/02 15:28:13+00,VILLE,ACECAM,ACECAM,{CD16E1CE-4948-4DB2-877E-171E61160558},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720869.1056,8295576.7663,4817,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Avenue Robert Schuman,83,13.0,2.0,140.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,38.0,10.0,0.0,,ACEPSE,mickael.delaere,2017/05/12 09:34:19+00,VILLE,ACEPSE,ACEPSE,{2F0B8566-246D-423C-8BFD-FF9A0D14C0BB},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722923.097,8292714.7721,10699,2018/01/10 14:09:43+00,mickael.delaere,Orthophoto,Quartier de Neuville,Rue Raoul Huguet,13,15.0,3.0,131.0,EN PLACE,Adulte,architecturé,Terre,Alignement,Oui,RAS,,40.0,5.0,0.0,,PLAACE,mickael.delaere,2018/01/10 14:09:43+00,VILLE,PLAACE,PLAACE,{8D3ACDB1-C0F4-4959-B701-478AA607B5F5},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1717970.7132,8294741.4593,9339,2017/09/25 12:12:02+00,mickael.delaere,,Quartier Saint-Martin - Oëstres,Rue André Missenard,7,7.0,2.0,54.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,10.0,5.0,,,ACECAM,mickael.delaere,2017/09/25 13:59:12+00,CASQ,ACECAM,ACECAM,{0FB89EBE-7B30-478E-8CC8-7CD77FD34CF8},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720885.6979,8294733.1549,1421,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Jardin d'horticulture,2,14.0,5.0,105.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,50.0,10.0,0.0,,PLAACE,mickael.delaere,2017/05/12 09:29:08+00,VILLE,PLAACE,PLAACE,{012D4E61-893C-46A9-ADA6-28B90650DE68},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721908.4454,8295917.5792,4734,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Boileau,77,20.0,3.0,170.0,EN PLACE,adulte,semi libre,Bande de terre,Alignement,Oui,RAS,,40.0,10.0,0.0,,PLAACE,mickael.delaere,2017/02/02 15:28:05+00,VILLE,PLAACE,PLAACE,{66A89043-B761-42AA-B0E0-D7DC3EC67873},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720417.838,8294447.1602,2052,2017/02/02 15:27:57+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Place Edouard Branly,2,10.0,2.0,300.0,EN PLACE,adulte,cépée,gazon,Groupe,Non,RAS,,50.0,10.0,0.0,,PRUSER,mickael.delaere,2017/02/02 15:27:57+00,VILLE,PRUSER,PRUSER,{3B8A75EE-8D1F-4D90-B64E-F4B95FA5E263},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718630.5727,8295038.0806,7390,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Marcel Paul,15,12.0,4.0,112.0,EN PLACE,adulte,réduit relâché,gazon,Alignement,Non,RAS,,50.0,10.0,,,TILCOR,mickael.delaere,2017/02/02 15:28:16+00,CASQ,TILCOR,TILCOR,{951B0EC6-31A8-4803-A712-231493C1DBC9},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720620.1017,8293997.9415,5853,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Bibliothèque Guy de Maupassant,1,10.0,2.0,195.0,Essouché,adulte,semi libre,gazon,Groupe,Oui,RAS,,50.0,2.0,0.0,2018/02/28 23:00:00+00,PRUSERkan,mickael.delaere,2017/02/02 15:28:09+00,VILLE,PRUSERkan,PRUSERkan,{00D3718E-9C7E-44C5-8740-82CC212A221F},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718530.2719,8293934.8305,7777,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Georges Charpak,23,7.0,3.0,54.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2010/01/01 00:00:00+00,,,,,ULMHOLlob,mickael.delaere,2017/02/02 15:28:16+00,CASQ,ULMHOLlob,ULMHOLlob,{24A55AE8-228C-4C6C-B128-14C10643183A},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1717917.7702,8294331.1178,7603,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Luc Montagnier,1,6.0,2.5,56.0,EN PLACE,jeune,semi libre,Bande de terre,Alignement,Non,Plantation dans bande arbustive,2008/01/01 00:00:00+00,,,,,ACECAMels,mickael.delaere,2017/02/02 15:28:16+00,CASQ,ACECAMels,ACECAMels,{66C2EA10-53E4-4BFD-AA54-885369E4EA4B},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720123.8791,8296495.1434,3287,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Stade Paul Debrésie,243,11.0,4.0,130.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,50.0,10.0,0.0,,PINNIGnig,mickael.delaere,2017/02/02 15:28:02+00,VILLE,PINNIGnig,PINNIGnig,{6A6178E2-89D7-4F27-B421-6532F66E6872},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721494.8856,8290505.096,11358,,,,,Zone industrielle le Royeux (basssin),95,9.0,2.0,75.0,EN PLACE,jeune,libre,terre,Groupe,Non, ,,10.0,5.0,,,ALNCOR,,,CASQ,ALNCOR,ALNCOR,{BE601B16-082C-484B-978D-0353476F3AE6},,,,,Feuillu,Non
1719915.87,8296434.6512,848,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Stade Paul Debrésie,4,21.0,2.0,190.0,SUPPRIMÉ,vieux,semi libre,gazon,Alignement,Non,RAS,,50.0,10.0,1.0,2013/06/01 00:00:00+00,POPNIGita,mickael.delaere,2017/05/12 09:01:00+00,VILLE,POPNIGita,POPNIGita,{0B7B5764-68C7-4027-9F0C-7623BA0ED8AF},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1717967.7561,8294209.795,7620,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue René Cassin,10,6.0,2.5,57.0,EN PLACE,jeune,semi libre,Bande de terre,Alignement,Non,Plantation dans bande arbustive,2008/01/01 00:00:00+00,,,,,ACECAMels,mickael.delaere,2017/02/02 15:28:16+00,CASQ,ACECAMels,ACECAMels,{55F0BDAF-537B-4C25-B2ED-F405E94FBB3B},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1717490.4233,8293861.6449,7906,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Georges Charpak,152,7.0,3.0,43.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2009/01/01 00:00:00+00,,,,,PLAACE,mickael.delaere,2017/02/02 15:28:16+00,CASQ,PLAACE,PLAACE,{E5DECC5A-6551-4B31-8182-D2E8EBAB3661},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719320.9034,8294456.8258,6865,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Emile et Raymond Pierret prolongé,13,8.0,0.0,120.0,EN PLACE,adulte,semi libre,Bande de terre,Groupe,Non,RAS,,20.0,5.0,0.0,,ACENEG,mickael.delaere,2017/02/02 15:28:13+00,VILLE,ACENEG,ACENEG,{8DCA58E7-F740-4377-85DB-4DC201621B03},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721713.654,8295581.7685,4534,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue des Frères Lumière,15,17.0,2.0,170.0,SUPPRIMÉ,adulte,semi libre,gazon,Groupe,Non,RAS,,40.0,10.0,0.0,2018/09/30 22:00:00+00,AESHIP,mickael.delaere,2017/02/02 15:28:05+00,VILLE,AESHIP,AESHIP,{F31CB730-8F46-4CA9-BA11-D7DEAFBFB298},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721686.0818,8296277.825,995,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,OMISSY,Terrain aventure Europe,44,29.0,4.0,92.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,30.0,10.0,1.0,,POPNIGita,mickael.delaere,2017/02/02 15:27:50+00,VILLE,POPNIGita,POPNIGita,{AEBCAB96-35C2-4B9D-B6E5-A028EE24D21E},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718738.1206,8295180.8551,6384,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Route d'Amiens,93,8.0,2.0,53.0,EN PLACE,jeune,semi libre,Bande de terre,Alignement,Non,RAS,,20.0,5.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:28:13+00,VILLE,TILCOR,TILCOR,{BBC80F24-77B0-4727-9837-11D14BB654B7},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721871.4201,8296200.5872,6117,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,OMISSY,Terrain aventure Europe,164,18.0,5.0,135.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,30.0,10.0,0.0,,PLAACE,mickael.delaere,2017/02/02 15:28:13+00,VILLE,PLAACE,PLAACE,{BB9FD96C-7D9F-4BF1-A080-E972688DB3A4},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721704.5119,8295829.7429,12036,,,Orthophoto,Quartier de l'Europe,square des marronniers ,77,3.0,2.0,15.0,EN PLACE,jeune,libre,gazon,,Non,RAS,2020/12/14 13:08:18+00,,1.0,0.0,,AEShom,,,VILLE,AEShom,AEShom,{30C7D135-8A23-4F50-8348-C5E8A113CB05},2020/12/14 13:08:47+00,,,,,Non
1723151.3786,8293107.1432,762,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,HARLY,Terrain aventure Neuville,63,20.0,6.0,230.0,SUPPRIMÉ,adulte,libre,gazon,Groupe,Non,RAS,,60.0,20.0,2.0,2013/07/01 00:00:00+00,POPTRE,mickael.delaere,2017/05/12 09:13:12+00,VILLE,POPTRE,POPTRE,{21B4D7DE-6DA0-44AA-AB70-45B5CCBEFAA3},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720945.1369,8294775.5922,402,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,202,15.0,5.0,154.0,EN PLACE,adulte,tête de chat relaché,Revetement non permeable,Alignement,,RAS,,80.0,20.0,0.0,,AESHIP,mickael.delaere,2017/05/12 09:26:21+00,VILLE,AESHIP,AESHIP,{0CF1870D-DFF9-40F2-923C-3E9427286737},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721397.2812,8296093.8591,7197,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue d'Alembert,25,5.0,0.0,26.0,EN PLACE,jeune,semi libre,Bande de terre,Alignement,Non,RAS,2014/11/01 00:00:00+00,5.0,0.0,0.0,,ACEPLAcol,mickael.delaere,2017/02/02 15:28:16+00,VILLE,ACEPLAcol,ACEPLAcol,{23036C07-33BF-4E81-9B35-DA4B0C921D6F},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720123.7754,8296480.6024,3282,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Stade Paul Debrésie,238,13.0,4.0,100.0,SUPPRIMÉ,adulte,semi libre,gazon,Groupe,Non,RAS,,50.0,10.0,0.0,2016/03/01 00:00:00+00,PINNIGnig,mickael.delaere,2017/05/12 08:58:56+00,VILLE,PINNIGnig,PINNIGnig,{CA6C7580-0E45-43A6-BA20-FFB45F719EAD},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721349.3201,8293522.2772,10338,2018/01/10 14:05:03+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parvis Gare,81,3.0,0.0,12.0,EN PLACE,Jeune,cépée,Terre,Groupe,Non,RAS,2016/01/01 00:00:00+00,5.0,2.0,0.0,,PRUMAAamb,mickael.delaere,2018/01/10 14:05:03+00,VILLE,PRUMAAamb,PRUMAAamb,{F670D2AA-5B7B-4B94-9CF9-DF4DB3DD7500},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720777.2878,8293496.3978,590,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Boulevard Léon Blum,43,14.0,9.0,255.0,EN PLACE,adulte,réduit,fosse arbre,Alignement,,RAS,,80.0,20.0,1.0,,PLAACE,mickael.delaere,2017/02/02 15:27:50+00,VILLE,PLAACE,PLAACE,{ECFC6D70-CFE9-4FE0-A2B0-58ED020F58B1},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719837.5992,8294298.485,3087,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Rue Demoustier,3,4.0,2.0,55.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,15.0,10.0,0.0,,PRUSER,mickael.delaere,2017/02/02 15:28:02+00,VILLE,PRUSER,PRUSER,{7CC05E0E-5353-451E-9F91-ECEC0BA94055},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721545.2345,8296134.1548,7252,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue d'Alembert,80,15.0,0.0,90.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,40.0,10.0,0.0,,ACECAM,mickael.delaere,2017/02/02 15:28:16+00,VILLE,ACECAM,ACECAM,{A9E288B6-7FDF-45F5-8C12-D4DB76651E6D},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722284.7257,8292687.3219,12001,,,Orthophoto,Quartier de Neuville,Gymnase Eugène Corette,17,3.0,2.0,15.0,EN PLACE,jeune,libre,gazon,Isolé,Non,RAS,2019/11/30 23:00:00+00,5.0,1.0,,,PAUTOM,,,VILLE,PAUTOM,PAUTOM,{2140ADDE-27D8-4734-9E2A-E683224D4097},,,,,Feuillu,Non
1719053.3864,8294944.9151,9155,2017/02/02 15:28:21+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Serpentine Sud,87,12.0,1.5,120.0,EN PLACE,jeune,semi libre,gazon,Groupe,Non,RAS,,15.0,2.0,,,CEDATL,mickael.delaere,2017/02/02 15:28:21+00,CASQ,CEDATL,CEDATL,{A921C4D1-D38C-4433-8424-3D3E4E893403},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1720094.892,8295119.6649,6251,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Rue de Phalsbourg,20,9.0,3.0,60.0,EN PLACE,adulte,semi libre,Bande de terre,Groupe,Non,RAS,,20.0,5.0,0.0,,CARBET,mickael.delaere,2017/02/02 15:28:13+00,VILLE,CARBET,CARBET,{88B3E263-6500-4F60-9781-0ADBA963E98B},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
